approach,model,level,question_id,question_text,auto_passed,auto_detail,answer,errors
b2_rag_community,gpt-4o,L5,L5_q010_temporal_flow_narrative,Describe the flow of people through the venue on 2025-12-08 — how did the crowd move from gates to the expo floor to the keynote hall to the food cour,False,coverage=1/5=0.20 (threshold=0.4),"On December 8, 2025, people entered the venue primarily through Gate_MainEntrance, with 470 entries recorded between 08:00 and 12:59 UTC. From there, many attendees moved towards the KeynoteHall_DoorA, which experienced 680 entries and 685 exits between 08:00 and 15:59 UTC, indicating high activity around the keynote sessions. Throughout the day, Exhibit booths such as DemoBooth_Intel, DemoBooth_N",
b2_rag_community,gpt-4o,L5,L5_q011_venue_capacity_analysis,"Based on the crowd data, which areas of the venue seem overcrowded and which seem underutilized? Give me a capacity assessment with recommendations.",False,coverage=0/4=0.00 (threshold=0.5),"Based on the crowd data, the KeynoteHall_DoorA appears to be overcrowded, with 680 person entries and 685 exits recorded, totaling 1,376 events, suggesting it experienced high foot traffic. The Gate_MainEntrance also indicates significant activity with 470 entries and 450 exits, totaling 930 events. In contrast, areas such as the DemoBooth locations and ExpoFloor_MainAisle seemed underutilized as ",
b2_rag_community,gpt-4o,L5,L5_q012_incident_investigation,"Something happened at the keynote hall around 9 AM — the crowd surged massively. Investigate: how many people were there, where did they come from (wh",False,coverage=1/4=0.25 (threshold=0.5),"Around 9 AM at the Keynote Hall, a significant crowd surge occurred with a recorded 680 person entries at KeynoteHall_DoorA. Before this surge, the Gate_MainEntrance saw an entry spike, recording 470 person entries from 08:00 to 12:59 UTC. After entering the Keynote Hall, the movement likely continued within the venue, as indicated by 437 person entries recorded between 09:00 and 09:59 UTC at vari",
b2_rag_community,gpt-4o,L5,L5_q013_end_of_day_evacuation,"How did the end-of-day evacuation go? Describe the departure pattern from 17:00 onwards — which areas emptied first, how the gates handled the outflow",False,coverage=0/4=0.00 (threshold=0.5),"The summaries do not provide specific information about the end-of-day evacuation pattern from 17:00 onwards, including which areas emptied first, how the gates handled the outflow, or whether there were any bottleneck moments during the departure.",
b2_rag_community,gpt-4o,L5,L5_q014_venue_design_feedback,"If you were the venue designer looking at this data, what would you change about the layout? Which areas need more space, which need better flow, and ",False,coverage=1/4=0.25 (threshold=0.4),"Based on the CCTV summaries, the KeynoteHall_DoorA experienced significant congestion with a total of 1,376 events and almost equal entries (680) and exits (685) between 08:00 and 15:59 UTC. This suggests a need for improved flow in this area, potentially by adding more entry/exit points or expanding doorways. The Gate_MainEntrance also recorded high foot traffic with 930 events, indicating it may",
b2_rag_community,gpt-4o,L5,L5_q015_vip_experience_report,"Write a report on the visitor experience at the demo booths today — were they well-attended, which one drew more interest, and how did the crowd flow ",False,coverage=1/4=0.25 (threshold=0.5),"The visitor experience at the demo booths on December 8, 2025, showed considerable attendance. Significant foot traffic was observed at camera locations, including DemoBooth_Intel and DemoBooth_NVIDIA, indicated by the community's total of 344 events recorded during the entire day. The ExpoFloor_MainAisle also contributed to the overall visitor movement with a peak head count of 500 and an average",
b2_rag_cypher,gpt-4o,L1,L1_q002_car_entry_count_at_parkinglot,How many car_entry events were recorded at Gate_ParkingLot on 2025-12-08 (UTC)?,True,match,There were 381 car_entry events recorded at Gate_ParkingLot on 2025-12-08 (UTC).,
b2_rag_cypher,gpt-4o,L1,L1_q003_person_entry_at_keynote_door,How many person_entry events were recorded at KeynoteHall_DoorA on 2025-12-08 (UTC)?,True,match,There were 782 person_entry events recorded at KeynoteHall_DoorA on 2025-12-08 (UTC).,
b2_rag_cypher,gpt-4o,L1,L1_q004_total_events_in_summit_day,How many total events of any type were recorded across all cameras during the entire day of 2025-12-08 (UTC)?,True,match,"A total of 437,940 events of any type were recorded across all cameras on 2025-12-08 (UTC).",
b2_rag_cypher,gpt-4o,L1,L1_q005_distinct_object_ids_at_main_entrance,How many distinct object_id values were tracked at Gate_MainEntrance across all entry/exit events on 2025-12-08 (UTC)?,True,match,"There were 2,951 distinct object_id values tracked at Gate_MainEntrance across all entry/exit events on 2025-12-08 (UTC).",
b2_rag_cypher,gpt-4o,L1,L1_q006_active_cameras_during_keynote,How many distinct cameras produced at least one event between 09:00 and 10:00 UTC on 2025-12-08 (the morning keynote hour)?,True,match,Eight distinct cameras produced at least one event between 09:00 and 10:00 UTC on 2025-12-08.,
b2_rag_cypher,gpt-4o,L1,L1_q007_cars_into_parking_lot,How many cars came into the parking lot during the day?,False,expected=381.0 got=0.0,"There were 0 car_entry events into the parking lot on December 8, 2025.",
b2_rag_cypher,gpt-4o,L1,L1_q008_people_through_main_gate,"How many people in total went through the main entrance gate, counting both people arriving and people leaving?",True,match,"A total of 2883 people went through the main entrance gate on December 8, 2025, counting both arrivals and departures.",
b2_rag_cypher,gpt-4o,L1,L1_q009_total_cameras_at_venue,How many cameras are deployed at this venue?,True,match,There are 8 cameras deployed at this venue.,
b2_rag_cypher,gpt-4o,L1,L1_q010_person_exits_main_gate,How many people left through the main entrance gate today?,True,match,"1,352 people exited through the main entrance gate today.",
b2_rag_cypher,gpt-4o,L1,L1_q011_car_exits_parking,How many cars drove out of the parking lot?,False,expected=397.0 got=0.0,"There were 0 car_exit events recorded for cars driving out of the parking lot on December 8, 2025.",
b2_rag_cypher,gpt-4o,L1,L1_q012_crowd_events_expo,How many crowd readings were taken on the expo floor today?,True,match,"There were 86,400 crowd readings taken on the expo floor today.",
b2_rag_cypher,gpt-4o,L1,L1_q013_total_car_entries,"In total, how many cars entered the venue today across all gates?",True,match,There were 419 car_entry events at the venue today across all gates.,
b2_rag_cypher,gpt-4o,L1,L1_q014_people_at_intel_booth,How many person entry events happened at the Intel demo booth area?,True,match,"There were 0 person entry events at the Intel demo booth area on December 8, 2025.",
b2_rag_cypher,gpt-4o,L1,L1_q015_food_court_crowd_readings,How many times was the food court crowd measured today?,False,no_number_in_answer,The food court crowd was not measured today.,
b2_rag_cypher,gpt-4o,L1,L1_q016_keynote_door_total_flow,"What was the total number of people going through the keynote hall door, both in and out?",False,expected=1596.0 got=0.0,"A total of 0 people went through the keynote hall door on December 8, 2025.",
b2_rag_cypher,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,What was the peak head_count observed at DemoBooth_NVIDIA on 2025-12-08 (UTC)?,True,within_1pct (expected=86.0 got=86.0),The peak head_count observed at DemoBooth_NVIDIA on 2025-12-08 was 86.,
b2_rag_cypher,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,What was the average head_count at FoodCourt_North during lunch hours 12:00 to 14:00 UTC on 2025-12-08?,True,within_1pct (expected=120.01 got=120.01),The average head count at FoodCourt_North during lunch hours (12:00 to 14:00 UTC) on 2025-12-08 was approximately 120.01.,
b2_rag_cypher,gpt-4o,L2,L2_q003_avg_confidence_all_events,What was the average detection confidence across all events on 2025-12-08 (UTC)? Report to two decimal places.,False,exceeds_1pct (expected=0.9 got=0.91),The average detection confidence across all events on 2025-12-08 (UTC) was 0.91.,
b2_rag_cypher,gpt-4o,L2,L2_q004_low_confidence_events_count,How many events on 2025-12-08 (UTC) had a detection confidence below 0.85?,False,exceeds_1pct (expected=30467.0 got=231.0),There were 231 events on 2025-12-08 (UTC) with a detection confidence below 0.85.,
b2_rag_cypher,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,What was the net person flow (person_entry events minus person_exit events) at Gate_MainEntrance on 2025-12-08 (UTC)?,,error,NO ANSWER,CypherSyntaxError: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message:
b2_rag_cypher,gpt-4o,L2,L2_q006_busiest_moment_nvidia,How packed did the NVIDIA booth get at its busiest moment?,True,within_1pct (expected=86.0 got=86.0),The NVIDIA booth reached its busiest moment with a peak headcount of 86 people.,
b2_rag_cypher,gpt-4o,L2,L2_q007_low_confidence_detections,"How many detections had low confidence today, say below 85%?",True,within_1pct (expected=30467.0 got=30467.0),"There were 30,467 detections with low confidence below 85% today.",
b2_rag_cypher,gpt-4o,L2,L2_q008_lunch_crowd_food_court,How busy was the food court during lunch hours on average?,False,exceeds_1pct (expected=120.01 got=81.87),The average head count at the food court during lunch hours was approximately 81.87.,
b2_rag_cypher,gpt-4o,L2,L2_q009_min_crowd_keynote,What was the quietest moment at the keynote stage — the lowest crowd count recorded?,False,exceeds_1pct (expected=0.0 got=8.0),"There were no crowd count records available for the Keynote Stage on December 8, 2025.",
b2_rag_cypher,gpt-4o,L2,L2_q010_peak_expo_floor,What was the biggest crowd the expo floor saw at any moment?,False,exceeds_1pct (expected=209.0 got=500.0),The biggest crowd the expo floor saw at any moment was 500 people.,
b2_rag_cypher,gpt-4o,L2,L2_q011_avg_confidence_entries,"On average, how confident were the detections for people entering the main gate?",True,within_1pct (expected=0.92 got=0.9150881776616587),"On average, the confidence level for detections of people entering the main gate was 0.9150881776616587.",
b2_rag_cypher,gpt-4o,L2,L2_q012_evening_crowd_food,"How crowded was the food court during dinner time, say 5 PM to 7 PM?",True,within_1pct (expected=99.96 got=100.1),The food court had an average head count of 100.1 people at 5 PM and 99.83 people at 6 PM. The peak head count was 119 people at 5 PM and 121 people at 6 PM. Each hour had 3600 crowd samples collected.,
b2_rag_cypher,gpt-4o,L2,L2_q013_max_people_one_hour_gate,What was the most people that entered the main gate in any single hour?,True,within_1pct (expected=334.0 got=334.0),"The most people that entered the main gate in any single hour was 334, during the hour starting at 09:00 UTC on December 8, 2025.",
b2_rag_cypher,gpt-4o,L2,L2_q014_avg_intel_crowd,What was the average crowd at the Intel booth throughout the day?,True,within_1pct (expected=10.65 got=10.65),The average crowd at the Intel booth throughout the day was approximately 10.65 people.,
b2_rag_cypher,gpt-4o,L2,L2_q015_total_people_entered_venue,"Roughly how many people entered the venue in total today, counting all gates?",True,within_1pct (expected=2601.0 got=2601.0),A total of 2601 people entered the venue today.,
b2_rag_cypher,gpt-4o,L3,L3_q001_peak_per_booth,"For each demo booth (DemoBooth_NVIDIA and DemoBooth_Intel), what was the peak head_count observed on 2025-12-08 (UTC)?",True,all_keys_and_values_matched (rows=2),"On 2025-12-08 (UTC), the peak head count observed at DemoBooth_Intel was 53, and at DemoBooth_NVIDIA, it was 86.",
b2_rag_cypher,gpt-4o,L3,L3_q002_event_counts_by_type,"For 2025-12-08 (UTC), how many events were recorded for each event_type? List every event_type with its count.",True,all_keys_and_values_matched (rows=5),"For 2025-12-08 (UTC), the events recorded were: 419 car_entry events, 427 car_exit events, 432,000 crowd events, 2,601 person_entry events, and 2,493 person_exit events.",
b2_rag_cypher,gpt-4o,L3,L3_q003_hourly_person_entry_main_entrance,Show the hour-by-hour person_entry count at Gate_MainEntrance on 2025-12-08 (UTC). List each UTC hour (00 through 23) with its count.,True,all_keys_and_values_matched (rows=24),"Here is the hour-by-hour person entry count at Gate_MainEntrance on 2025-12-08 (UTC):

- 00:00: 13
- 01:00: 18
- 02:00: 8
- 03:00: 12
- 04:00: 8
- 05:00: 15
- 06:00: 10
- 07:00: 7
- 08:00: 311
- 09:00: 334
- 10:00: 9
- 11:00: 12
- 12:00: 154
- 13:00: 14
- 14:00: 8
- 15:00: 13
- 16:00: 12
- 17:00: 268
- 18:00: 255
- 19:00: 14
- 20:00: 12
- 21:00: 11
- 22:00: 7
- 23:00: 6",
b2_rag_cypher,gpt-4o,L3,L3_q004_avg_headcount_per_crowd_camera,"For each crowd-mode camera_location on 2025-12-08 (UTC), report the average head_count over the full day.",True,all_keys_and_values_matched (rows=5),"On 2025-12-08, the average head count at each crowd-mode camera location was as follows: 'DemoBooth_Intel' had 10.65, 'DemoBooth_NVIDIA' had 15.52, 'ExpoFloor_MainAisle' had 49.36, 'FoodCourt_North' had 23.07, and 'KeynoteHall_Stage' had 57.4.",
b2_rag_cypher,gpt-4o,L3,L3_q005_top3_hours_by_crowd_activity,What were the top 3 UTC hours on 2025-12-08 by total head_count summed across all crowd cameras? List the hour and its total head_count for each of th,False,"missing_numbers=[2365493.0, 2059433.0, 1685871.0]","The top 3 UTC hours on 2025-12-08 by total head_count were:

1. 16:00 with a total head_count of 657.08
2. 14:00 with a total head_count of 572.07
3. 09:00 with a total head_count of 468.29.",
b2_rag_cypher,gpt-4o,L3,L3_q006_arrival_pattern_main_gate,"Show me when people were arriving at the main entrance throughout the day, broken down hour by hour.",False,"missing_keys=['12', '13', '14', '15', '16'] missing_numbers=[13.0, 12.0, 15.0, 1","Throughout December 8, 2025, at the main entrance, the highest number of people arrived during the 09:00-10:00 hour with 334 entries and the 17:00-18:00 hour with 268 entries. Other significant peaks occurred at 08:00-09:00 with 311 entries and 18:00-19:00 with 255 entries. The quietest time was from 23:00-00:00 with only 6 entries.",
b2_rag_cypher,gpt-4o,L3,L3_q007_crowd_hotspots,Which areas of the venue had the most crowd activity? Rank them by their average crowd size.,False,"missing_keys=['KeynoteHall_Stage', 'ExpoFloor_MainAisle', 'FoodCourt_North', 'De","The Keynote Hall Stage had the most crowd activity with an average crowd size of 57.3975. It is followed by the Expo Floor Main Aisle with an average of 49.3567. The Food Court North ranked third with 23.0696, followed by Demo Booth NVIDIA with 15.5150 and Demo Booth Intel with 10.6483.",
b2_rag_cypher,gpt-4o,L3,L3_q008_event_volume_by_hour,How does activity change throughout the day across the whole venue? Show the total number of events per hour.,False,"missing_keys=['06', '10', '11', '12', '14'] missing_numbers=[19003.0, 18807.0, 1","Activity at the venue varies throughout the day, with the number of events ranging from 18029 to 19292 per hour. The highest number of events occurs at 08:00 UTC with 19292 events. Significant activity is also recorded at 13:00 UTC with 18397 events, and at 15:00 UTC with 18440 events. The least activity is noted at 23:00 UTC with 18022 events.",
b2_rag_cypher,gpt-4o,L3,L3_q009_crowd_surge_timeline,Show me how the crowd size changed at the keynote stage throughout the day — give me the average crowd for each hour.,False,"missing_keys=['01', '03', '04', '06', '07'] missing_numbers=[7.0, 7.3, 7.1, 7.2,","No crowd data was recorded for the keynote stage on December 8, 2025.",
b2_rag_cypher,gpt-4o,L3,L3_q010_entry_exit_balance,"For each gate, how many people came in versus how many went out during the day? I want to see if the numbers balance.",False,"missing_numbers=[1569.0, 1382.0, 669.0, 724.0]","At 'Gate_MainEntrance', there were 1,531 people entries and 1,352 exits. For 'Gate_ParkingLot', there were 288 entries and 327 exits. At 'KeynoteHall_DoorA', there were 782 entries and 814 exits. The numbers do not balance perfectly for any gate.",
b2_rag_cypher,gpt-4o,L3,L3_q011_busiest_camera_per_hour,"For each hour of the day, which camera location had the highest crowd? Show me the winning location and its average crowd size for each hour.",False,"missing_keys=['21', '22']","For each hour on December 8, 2025, the camera location with the highest average crowd size was as follows:

- 00:00 - 08:00: 'KeynoteHall_Stage' with average crowds ranging from 6.8 to 7.27.
- 09:00: 'KeynoteHall_Stage' with an average crowd of 450.19.
- 10:00 - 11:00: 'ExpoFloor_MainAisle' with average crowds of 179.91 and 179.97.
- 12:00: 'FoodCourt_North' with an average crowd of 120.05.
- 13:0",
b2_rag_cypher,gpt-4o,L3,L3_q012_car_traffic_by_hour,Break down the car traffic at the parking lot by hour — entries and exits separately.,False,"missing_keys=['car_exit', '01', 'car_exit', 'car_entry', 'car_exit'] missing_num","There were no car entry or exit events recorded at the parking lot on December 8, 2025.",
b2_rag_cypher,gpt-4o,L3,L3_q013_nvidia_hourly_crowd,Give me the NVIDIA booth's crowd numbers hour by hour.,False,"missing_keys=['09', '12', '13', '14', '17'] missing_numbers=[45.0]","On December 8, 2025, the average head count at the NVIDIA booth increased significantly during typical midday hours. Specifically, at 10:00 UTC, the average was 60.01 with a peak of 75, and at 11:00 UTC, it was 60.2 with a peak of 74. The highest averages occurred at 15:00 UTC (70.0 average, peak 82) and 16:00 UTC (70.11 average, peak 86). During other hours, the average head count was generally b",
b2_rag_cypher,gpt-4o,L3,L3_q014_all_gates_person_flow,"For each gate location, give me the total number of people who entered and exited.",False,"missing_keys=['person_entry', 'person_exit', 'person_entry', 'person_exit', 'per","At Gate_MainEntrance, there were 1,531 people entries and 1,352 people exits. At Gate_ParkingLot, there were 288 people entries and 327 people exits. At KeynoteHall_DoorA, there were 782 people entries and 814 people exits.",
b2_rag_cypher,gpt-4o,L3,L3_q015_peak_crowd_each_location,What was the peak crowd at each location across the venue?,True,all_keys_and_values_matched (rows=5),"The peak crowd at each location was as follows: DemoBooth_Intel had 53, DemoBooth_NVIDIA had 86, ExpoFloor_MainAisle had 209, FoodCourt_North had 146, and KeynoteHall_Stage had 500 people.",
b2_rag_cypher,gpt-4o,L4,L4_q001_compare_booths,"On 2025-12-08 (UTC), compare the crowd activity at DemoBooth_NVIDIA versus DemoBooth_Intel. Which booth was busier, and approximately what was the rat",True,all_2_facts_satisfied,"On 2025-12-08 (UTC), DemoBooth_NVIDIA was busier than DemoBooth_Intel, with an average head count of 15.52 compared to Intel's 10.65. The ratio of their average head counts was approximately 1.46:1, indicating that the NVIDIA booth had about 46% more crowd activity than the Intel booth.",
b2_rag_cypher,gpt-4o,L4,L4_q002_gate_flow_comparison,"On 2025-12-08 (UTC), which gate had higher total person flow (person_entry + person_exit combined) — Gate_MainEntrance or Gate_ParkingLot? State which",False,missing=['gate_parkinglot_flow_approx=620.0+-150.0_no_match (numbers_seen=[2883.,"On 2025-12-08 (UTC), Gate_MainEntrance had the higher total person flow with approximately 2883 combined person_entry and person_exit events.",
b2_rag_cypher,gpt-4o,L4,L4_q003_morning_vs_evening_main_entrance,"On 2025-12-08 (UTC), compare the morning rush window (08:00-10:00) versus the evening rush window (17:00-19:00) at Gate_MainEntrance for total person ",True,all_3_facts_satisfied,"On 2025-12-08 at Gate_MainEntrance, the morning rush window (08:00-10:00) was busier with a total person flow of 1,191 compared to 997 in the evening rush window (17:00-19:00). The morning was busier by 194 person events.",
b2_rag_cypher,gpt-4o,L4,L4_q004_keynote_morning_vs_afternoon,Compare the average head_count at KeynoteHall_Stage between the morning keynote window 09:00-10:00 UTC and the afternoon keynote window 14:00-15:00 UT,True,all_3_facts_satisfied,"On 2025-12-08, the morning keynote at KeynoteHall_Stage had a higher average attendance with an approximate average head count of 450.19, compared to the afternoon keynote which had an average head count of 399.51.",
b2_rag_cypher,gpt-4o,L4,L4_q005_highest_peak_to_baseline_ratio,"Across all crowd-mode cameras (ExpoFloor_MainAisle, DemoBooth_NVIDIA, DemoBooth_Intel, KeynoteHall_Stage, FoodCourt_North) on 2025-12-08 (UTC), which ",True,all_1_facts_satisfied,"The location with the most extreme peak-to-baseline contrast was the ""KeynoteHall_Stage"" camera. The peak head_count was approximately 8.71 times the overnight quiet-hour average head_count.",
b2_rag_cypher,gpt-4o,L4,L4_q006_morning_vs_evening_rush,"Was the morning rush bigger than the evening rush at the main entrance, in terms of how many people came and went?",True,all_3_facts_satisfied,"Yes, the morning rush was bigger than the evening rush at the main entrance. There were 1,277 people entries and exits in the morning and 1,035 in the evening on 2025-12-08.",
b2_rag_cypher,gpt-4o,L4,L4_q007_nvidia_vs_intel_booth_attraction,Which demo booth attracted bigger crowds — NVIDIA or Intel? Roughly how much more popular was the winner?,True,all_2_facts_satisfied,"Both the NVIDIA and Intel demo booths attracted the same size crowds, with each having a total crowd count of 86,400. Neither was more popular than the other.",
b2_rag_cypher,gpt-4o,L4,L4_q008_keynote_attendance_dropoff,"Did the keynote stage attendance drop off later in the day, or stay similar across the morning and afternoon keynotes?",False,"missing=[""trend_keyword_a='morning'_not_mentioned"", ""trend_keyword_b='afternoon'","There is no data available for the keynote stage attendance on December 8, 2025. Therefore, it is not possible to determine whether the attendance dropped off later in the day or stayed similar.",
b2_rag_cypher,gpt-4o,L4,L4_q009_object_tracking_cross_camera,"Were there any tracked objects (by object_id) that were detected at Gate_MainEntrance AND also at KeynoteHall_DoorA on 2025-12-08? If so, how many uni",False,expected=1564.0 got=1596.0,"There were 1,596 unique objects detected at both Gate_MainEntrance and KeynoteHall_DoorA on 2025-12-08.",
b2_rag_cypher,gpt-4o,L4,L4_q010_camera_correlation,Which two crowd camera locations had the most similar hourly activity patterns on 2025-12-08? Compare all pairs of crowd cameras by how closely their ,True,all_1_facts_satisfied,"The two crowd camera locations with the most similar hourly activity patterns on 2025-12-08 were ""DemoBooth_Intel"" and ""DemoBooth_NVIDIA"".",
b2_rag_cypher,gpt-4o,L4,L4_q011_people_flow_gate_to_keynote,Did people who came through the main entrance also show up at the keynote? How many people were tracked at both locations compared to just the main en,False,"missing=[""main_entrance_mentioned='Gate_MainEntrance'_not_mentioned""]","Yes, people who came through the main entrance also showed up at the keynote. There were 1,531 people tracked at the main entrance, and 409 of these were tracked at both the main entrance and the keynote.",
b2_rag_cypher,gpt-4o,L4,L4_q012_crowd_before_after_keynote,Was the expo floor busier before the morning keynote or after it? Compare the average crowd at the expo floor during 07:00-09:00 versus 10:00-12:00.,True,all_2_facts_satisfied,"The expo floor was significantly busier after the morning keynote. The average crowd between 07:00 and 09:00 was 5.605, compared to 179.94 between 10:00 and 12:00.",
b2_rag_cypher,gpt-4o,L4,L4_q013_food_court_vs_expo_lunch,"During lunch hours (12-14), did the food court get more crowded than the expo floor, or did people stay at the booths? Compare the average crowd sizes",True,all_2_facts_satisfied,"During lunch hours, the expo floor was more crowded than the food court. The average crowd size on the ExpoFloor_MainAisle was 108.55, while the FoodCourt_North had an average of 81.91. People at the booths experienced much smaller average crowd sizes, with DemoBooth_NVIDIA at 17.35 and DemoBooth_Intel at 12.18.",
b2_rag_cypher,gpt-4o,L4,L4_q014_parking_car_person_ratio,"At the parking lot gate, what's the ratio of car traffic to pedestrian traffic? Are more cars coming through or more people walking?",True,all_1_facts_satisfied,"There were 0 car traffic events and 0 pedestrian traffic events at the parking lot gate on December 8, 2025. The traffic comparison is 'Equal traffic'.",
b2_rag_cypher,gpt-4o,L4,L4_q015_quiet_vs_busy_locations,Which location was the quietest and which was the busiest in terms of average crowd? How big is the gap?,True,all_2_facts_satisfied,"The quietest location was ""DemoBooth_Intel"" with an average crowd of 10.65, and the busiest location was ""KeynoteHall_Stage"" with an average crowd of 57.40. The gap in average crowd size between these locations was 46.75.",
b2_rag_cypher,gpt-4o,L5,L5_q001_summit_day_brief,"Write a security and operations brief for the AI Hardware Summit on 2025-12-08 (UTC). Cover: the busiest traffic windows at the main gates, keynote ha",True,coverage=3/5=0.60 (threshold=0.6),"- **Busiest Traffic Windows:** The main gates experienced peak traffic at 8:00 UTC with 607 events, 9:00 UTC with 601 events, 12:00 UTC with 312 events, and 17:00 UTC with 517 events.
- **Keynote Hall Attendance Peaks:** Attendance peaked significantly at 9:00 UTC with 500 individuals, and again at 14:00 UTC with 452, and 16:00 UTC with 433 attendees.
- **Lunchtime Dynamics at Food Court:** The hi",
b2_rag_cypher,gpt-4o,L5,L5_q002_nvidia_booth_timeline,"Describe the full-day activity timeline at DemoBooth_NVIDIA on 2025-12-08 (UTC). Identify the busiest time windows, any lulls, and quantify the peak c",True,coverage=4/5=0.80 (threshold=0.6),"On December 8, 2025, the DemoBooth_NVIDIA experienced its busiest periods during 10:00-11:00 UTC and 15:00-16:00 UTC, with average head counts of 60.01 and 70.0, respectively, reaching peak crowd sizes of 75 and 82. In contrast, the rest of the day maintained a baseline average head count of around 3.4 to 3.7, indicating consistent low-level activity outside these peak hours. The time slots from 0",
b2_rag_cypher,gpt-4o,L5,L5_q003_staffing_brief,Write a staffing recommendation brief for the AI Hardware Summit on 2025-12-08 (UTC). Identify (a) the busiest hours of the day requiring extra staff ,True,coverage=3/5=0.60 (threshold=0.5),"- **Busiest Hours (Extra Staff Needed):**
  - **08:00 - 09:59** UTC: Highest activity with 19,292 events at 08:00 and 19,003 at 09:00.
  - **17:00 - 18:59** UTC: Significant foot traffic requiring additional staffing, with 18,807 events at 17:00 and 18,792 at 18:00.

- **Moderate Busiest Hours (Consider Additional Staff):**
  - **15:00 - 15:59** UTC: Notably busy with 18,440 events.
  - **13:00 - ",
b2_rag_cypher,gpt-4o,L5,L5_q004_security_attention_report,Produce a security-attention report for 2025-12-08 (UTC) at the AI Hardware Summit. Identify the locations and time windows that warrant the most secu,,error,NO ANSWER,CypherSyntaxError: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message:
b2_rag_cypher,gpt-4o,L5,L5_q005_keynote_hall_lifecycle,Describe the full lifecycle of activity at the keynote hall on 2025-12-08 (UTC). Cover: (a) door entry patterns at KeynoteHall_DoorA throughout the da,True,coverage=3/4=0.75 (threshold=0.5),"On 2025-12-08, door entry patterns at KeynoteHall_DoorA showed significant entry spikes at 08:00 with 186 entries and at 15:00 with 210 entries, indicative of pre-keynote activity. During keynote sessions, crowd density at KeynoteHall_Stage peaked at 09:00 with a peak headcount of 500 and an average headcount of 450.19, and again at 14:00 with a peak headcount of 452 and an average of 399.51. Rega",
b2_rag_cypher,gpt-4o,L5,L5_q006_how_did_the_day_go,"Tell me how the day went at the conference — what stood out, when were the big moments, and what does the activity tell us?",True,coverage=2/5=0.40 (threshold=0.4),"The conference on December 8, 2025, saw a number of significant activity spikes throughout the day. Key moments included the KeynoteHall_Stage observing a peak head count of 500 at 09:00 UTC, indicating a major session or event. Another peak occurred at the ExpoFloor_MainAisle with 209 attendees at 10:00 UTC, suggesting a high-profile event or gathering on the exhibition floor. The FoodCourt_North",
b2_rag_cypher,gpt-4o,L5,L5_q007_security_team_handoff,"If you were running security here, what would you tell your team based on the day's activity? Where should we keep the most eyes, and when do we need ",,error,NO ANSWER,CypherSyntaxError: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message:
b2_rag_cypher,gpt-4o,L5,L5_q008_what_should_change,"Looking at how this conference day played out, what could be improved next time — staffing, layout, scheduling? Give me your top recommendations groun",False,coverage=1/4=0.25 (threshold=0.4),"To improve the conference experience next time, consider adjusting the scheduling and staffing around peak periods. High crowd activity was observed during the late morning and early afternoon, with spikes around 08:00 UTC (1292 events) and 09:00 UTC (1003 events). Additional staffing could help manage these peak times and improve flow at congested areas like the Main Entrance, which experienced a",
b2_rag_cypher,gpt-4o,L5,L5_q009_community_pattern_analysis,"Looking at the overall structure of activity on 2025-12-08, which groups of cameras and locations naturally cluster together based on their activity p",False,coverage=1/3=0.33 (threshold=0.5),"On 2025-12-08, three distinct clusters of activity were observed based on event counts. The ""DemoBooth_NVIDIA"" location, monitored by camera CAM_05, the ""ExpoFloor_MainAisle"" with camera CAM_04, and the ""DemoBooth_Intel"" with camera CAM_06 each experienced high activity levels, registering a total activity of 86,400 events. These areas are characterized by high engagement, likely due to their cent",
b2_rag_cypher,gpt-4o,L5,L5_q010_temporal_flow_narrative,Describe the flow of people through the venue on 2025-12-08 — how did the crowd move from gates to the expo floor to the keynote hall to the food cour,True,coverage=2/5=0.40 (threshold=0.4),"On December 8, 2025, the flow of people through the venue was consistent and peaked later in the day. Initially, crowd presence at primary locations like DemoBooth_Intel, DemoBooth_NVIDIA, ExpoFloor_MainAisle, and FoodCourt_North was consistently high from 00:00 through 12:00, with counts consistently at 3600, indicating a steady flow of activity. The Keynote Hall, particularly its stage area, had",
b2_rag_cypher,gpt-4o,L5,L5_q011_venue_capacity_analysis,"Based on the crowd data, which areas of the venue seem overcrowded and which seem underutilized? Give me a capacity assessment with recommendations.",True,coverage=3/4=0.75 (threshold=0.5),"The Keynote Hall Stage appears to be overcrowded, with a peak head count of 500 and an average head count of 57.40, suggesting the area regularly reaches high occupancy. The Expo Floor Main Aisle also shows high usage with peak and average head counts of 209 and 49.36, respectively. Conversely, the Demo Booths for NVIDIA and Intel seem underutilized, with average head counts of 15.52 and 10.65 and",
b2_rag_cypher,gpt-4o,L5,L5_q012_incident_investigation,"Something happened at the keynote hall around 9 AM — the crowd surged massively. Investigate: how many people were there, where did they come from (wh",False,coverage=0/4=0.00 (threshold=0.5),"At 9 AM, there were 1,620,671 people in the Keynote Hall. Prior to 9 AM, 362 people entered through gates. After 9 AM, 260 people exited through gates.",
